"","riverBasin","series","run","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060"
"158","PapuaCst",69,"moiraiSG17",25.538493266,16.46781721,16.04091079,15.734425429,15.517410406,15.366919249,32.177120349,32.983779332,33.564639787,33.976848829,34.263243339,32.312782112,32.371810169,32.397856649,32.399421293,32.382891957,33.962507599,33.928936908,33.884812752,33.83348143,33.777261187,32.611413395,32.538202183,32.47149173,32.409778583,32.352261292,23.547534912,23.197183278,22.926992462,22.716594491,22.550972577,20.360351639,20.156301775,19.994837614,19.865223051,19.759551598,18.550676569,18.393183191,18.265372788,18.159998454,18.071808713,19.346517549,19.393663014,19.42403703,19.441850861,19.450227642,17.054007437,16.908475119,16.792970893,16.700321222,16.624909527
"159","ParnaibaR",69,"moiraiSG17",5.953755045,8.731882043,9.084088528,9.388279117,9.65276154,9.884005915,2.874630533,2.744207911,2.665061304,2.622809031,2.606731724,2.559010958,2.57337,2.595070833,2.621192967,2.649657287,2.895454752,2.928416836,2.959219198,2.987753734,3.014009989,2.751281198,2.763208625,2.776151845,2.789474104,2.802723423,1.426621852,1.398817311,1.381362599,1.371395497,1.366775876,1.182270722,1.177136212,1.176134016,1.177988649,1.181750701,0.87804809,0.872295591,0.870313013,0.87095097,0.873386677,1.183479395,1.20035149,1.214783524,1.227240925,1.23805248,0.929981793,0.927047625,0.926486371,0.927579939,0.929794603
"160","Patagonia",69,"moiraiSG17",-2.021606418,-2.283440409,-1.986850984,-1.714895163,-1.477300007,-1.275046047,-1.170244782,-1.000998273,-0.855748369,-0.73295443,-0.629921389,-0.540997064,-0.465812831,-0.402663633,-0.349501476,-0.304625092,-0.266702044,-0.234705977,-0.207462585,-0.1841946719,-0.1642566898,-0.1470634194,-0.1320797608,-0.119141587,-0.107957999,-0.098281411,-0.0887729454,-0.079375619,-0.071137543,-0.063956165,-0.057714431,-0.051199706,-0.045318336,-0.040195862,-0.03573654,-0.03185386,-0.02937053,-0.027312432,-0.025524688,-0.023969165,-0.022613912,-0.021310016,-0.020157242,-0.019149168,-0.018267379,-0.017495542,-0.0165761469,-0.015639255,-0.014812089,-0.0140857707,-0.0134499174
"161","PennarR",69,"moiraiSG17",0.369657699999999,0.0203388440000004,-0.0836616550000004,-0.167277538,-0.234543803,-0.288728627,5.039432266,5.077027757,5.097093687,5.10576346,5.10716081,3.752359511,3.765713616,3.777505432,3.78757647,3.796188293,2.706910424,2.539078464,2.410366561,2.311792682,2.236137661,2.564866895,2.754601702,2.898733706,3.00835214,3.091690732,1.318356385,1.37801995,1.433572467,1.483610903,1.527701941,1.245966444,1.236968573,1.233218953,1.232826331,1.234493273,0.993048857,0.972756557,0.958628094,0.948934066,0.942422533,1.583360224,1.715273859,1.817138226,1.895803095,1.956584513,1.771545726,1.795688507,1.815039511,1.830516225,1.842915952
"162","PersianGulf",69,"moiraiSG17",-4.959889292,-4.068124416,-3.413077173,-2.865614209,-2.408035394,-2.024765918,-1.699478917,-1.424484306,-1.192268274,-0.995401507,-0.828002442,-0.700807456,-0.58132645,-0.478787273,-0.390679354,-0.314860183,-0.233109895,-0.176084225,-0.127109687,-0.0848337720000001,-0.0482082049999999,-0.016282705,0.0139953439999999,0.04037373,0.063342953,0.083329924,0.0762242049999999,0.089781479,0.102206189,0.113151687,0.122608386,0.120859237,0.123913216,0.126381154,0.128397351,0.130050629,0.128037074,0.126883571,0.125854666,0.124932796,0.124107891,0.158850743,0.171921061,0.183310427,0.193220545,0.201840438,0.199369246,0.202548149,0.205382429,0.207860616,0.210005673
"163","PeruCst",69,"moiraiSG17",8.266438065,8.68330617,8.725840328,8.752111807,8.769230989,8.781011633,1.017815837,0.380309088,-0.0304596069999999,-0.304423851,-0.493269935,0.091323027,0.236847813,0.350970081,0.439002442,0.506138158,0.573253405,0.590220422,0.601931609,0.610167635,0.6160684,0.539828217,0.527895545,0.519170649,0.512726591,0.507941792,0.164221998,0.141184718,0.125348535,0.113987345,0.105504098,0.0482200330000002,0.0294310879999999,0.0150555489999999,0.00394775900000012,-0.00473014300000009,-0.130352381,-0.159784084,-0.181978962,-0.19885578,-0.211775374,0.0395844420000001,0.114564215,0.171469938,0.214703041,0.247582444,0.174746295,0.183352584,0.190760147,0.1968968975,0.201888475
"164","Phlppns",69,"moiraiSG17",95.221131947,77.857139943,77.557392886,77.370795875,77.257344869,77.192469393,64.024835337,62.239887012,60.88211189,59.859063512,59.095972341,57.454456857,56.986417081,56.656479832,56.430036471,56.279902104,51.612496988,51.145730975,50.805722395,50.563128014,50.395423456,52.465556062,52.626018212,52.77314146,52.908250008,53.032652883,39.98491747,39.077964694,38.42262791,37.95235661,37.619649522,34.220041583,33.814354484,33.531547889,33.340028099,33.216858926,28.326481499,27.879723832,27.558911073,27.333939649,27.181744277,31.256398431,31.546496239,31.778774143,31.966575583,32.120219224,27.484351756,27.19680727,26.9889117789,26.8410102843,26.7382800057
"165","PoR",69,"moiraiSG17",-9.804138993,-6.215652787,-6.514604336,-6.831513733,-7.125712217,-7.381872075,-7.735722298,-6.598299575,-5.467241715,-4.42448685,-3.496551813,-3.476359349,-2.779307824,-2.168818612,-1.634469638,-1.165168634,-1.037791157,-0.696159111,-0.389679123,-0.112853134,0.138882525,0.280510812,0.499126673,0.70185036,0.889937215,1.064744524,0.439668617999999,0.556845487,0.669496275,0.775905887,0.875633854,0.724233344,0.787679508,0.848497333,0.907088183,0.963636027,0.775434667,0.815254646,0.855426476,0.895622695,0.935565768,1.1003014,1.16669126,1.230232905,1.290936739,1.348858426,1.117021931,1.157494365,1.197643634,1.236806629,1.274690569
"166","PolandCst",69,"moiraiSG17",-7.454993259,-7.2426061,-7.22433225,-7.198775005,-7.172028945,-7.146895073,-4.392157333,-3.764385609,-3.172140605,-2.622880563,-2.11688346,-3.354978443,-3.070435901,-2.802737135,-2.550686059,-2.312906019,-1.785625915,-1.560035158,-1.346881353,-1.144862185,-0.953089602,-0.822357842,-0.64850006,-0.482646379,-0.325000197,-0.175394554,-0.757118049,-0.658544588,-0.561894277,-0.4687833,-0.379842244,-0.381489422,-0.307351677,-0.236284253,-0.168249804,-0.103191345,-0.188620683,-0.143198635,-0.0988414390000001,-0.0556303289999999,-0.013631606,0.160532434,0.215037369,0.267020831,0.316520082,0.363605198,0.299064414,0.338429562,0.376361715,0.412637621,0.447214978
"167","RedSeaE",69,"moiraiSG17",-4.488574879,-4.299204101,-3.747686019,-3.256443374,-2.837977604,-2.490146589,-1.821279212,-1.411594765,-1.062986303,-0.767262419,-0.516484085,-0.339510934,-0.149690131,0.0132953939999997,0.153036033,0.272866673,0.439002915,0.524407054,0.596547384,0.658516676,0.712248197,0.812341176,0.872690955,0.927069355,0.975095067,1.017075173,0.854247769,0.897710496,0.938821482,0.975266122000001,1.006617616,0.931125943,0.942518676999999,0.951921804,0.959540141,0.965692491,0.886270819,0.88210696,0.878659349,0.875583862,0.872753936,0.804335693,0.778800009,0.755948261,0.735874141,0.718436495,0.639988472,0.622375144,0.607688221,0.595151385,0.584295989
"168","RhineR",69,"moiraiSG17",-8.921258344,-3.887622225,-3.409834006,-3.037787091,-2.735038109,-2.479862201,4.200291249,5.330216539,6.380891433,7.326134874,8.163582161,6.173369213,6.736967105,7.244525676,7.694116396,8.089964703,7.74317622,8.012855208,8.253166331,8.468804439,8.663790786,8.710577109,8.900295492,9.077540395,9.241914928,9.394126854,6.825598858,6.845384042,6.875238736,6.907351872,6.938438415,6.504879254,6.516209202,6.528125489,6.541846561,6.557881625,5.629248349,5.605975204,5.590520365,5.581631075,5.57815402,5.970918024,6.04022596,6.107933475,6.173772057,6.237615519,5.497538776,5.532036898,5.569557239,5.607948057,5.646093512
"169","RhoneR",69,"moiraiSG17",-3.086735317,0.0411104669999995,0.368592528,0.673211127999999,0.943062469,1.176490134,2.8722720139,3.39372913,3.86438638,4.278169465,4.63730323,3.518535019,3.72114654,3.901778131,4.057385933,4.189249572,4.015970818,4.101736976,4.174131747,4.235727214,4.288526995,4.251210168,4.30002998,4.344959381,4.385453431,4.421676408,3.099725215,3.063638883,3.036280956,3.012460807,2.98993939,2.821611382,2.803990671,2.786711794,2.77091279,2.756962833,2.325729802,2.301755832,2.281983098,2.265796948,2.252679992,2.327152881,2.341766751,2.356793654,2.372080552,2.387444655,1.933302605,1.935386322,1.940603425,1.94741116,1.955070892
"170","RiftValley",69,"moiraiSG17",22.106482766,59.4505639,66.35141746,71.98918899,76.593753921,80.353409883,22.610957201,19.547867913,17.359542105,15.809876796,14.724215729,12.980953491,12.489082388,12.164326881,11.956852633,11.830732948,13.170019749,13.215388205,13.259287008,13.299940378,13.336206209,15.497111647,15.640965354,15.751050434,15.835104022,15.899049492,12.205465602,12.206635681,12.20955391,12.213690926,12.218478776,12.749886723,12.814237467,12.863543336,12.901968316,12.932463577,11.979137525,12.004341463,12.024719409,12.041807689,12.056796143,20.672978068,21.082515485,21.399406268,21.646169971,21.839869743,21.127739221,21.267751136,21.381422102,21.474991215,21.55330653
"171","RioBalsas",69,"moiraiSG17",-2.119285446,-2.587378115,-3.079607438,-3.499404489,-3.861408508,-4.176820487,-1.845439947,-1.210731011,-0.673819082,-0.216854115,0.17438021,0.048803907,0.304579911,0.530859241,0.731519889,0.909879355,1.095772241,1.240992311,1.370243693,1.485540131,1.588603671,1.934822642,2.036054561,2.124958564,2.203403537,2.272883474,1.733958227,1.738305268,1.749745222,1.765787589,1.784623635,1.762953746,1.7800514769,1.79840722441,1.817225469,1.8359563968,1.600672208,1.59646895,1.597001508,1.600796761,1.606773119,1.696114641,1.711784837,1.726207972,1.739468807,1.751649682,1.445147583,1.426884832,1.415294171,1.408559786,1.405330228
"172","RioGrande",69,"moiraiSG17",-0.473249656,-1.791333531,-2.110498091,-2.438791299,-2.731646454,-2.974818435,-0.199064691,0.236769918,0.686420530000001,1.083748873,1.408814249,0.90964457,1.174322931,1.381868586,1.540371286,1.65912235,1.901349827,1.964316299,2.008605526,2.04012045,2.06288602,2.061029162,2.086744479,2.11133429,2.133185354,2.152009907,1.307461431,1.345319521,1.385982497,1.424433678,1.458797477,1.342248721,1.358076551,1.374804975,1.39131594,1.407223088,1.166032739,1.181400211,1.199963261,1.219163865,1.237892393,1.253576055,1.280415447,1.305510124,1.328562842,1.349590122,0.924314523,0.949082973,0.9782734283,1.0075312744,1.0350043289
"173","RioLaPlata",69,"moiraiSG17",414.957399001,467.042103557,481.580442412,494.477600294,505.820141788,515.731897176,183.825616339,161.239225811,144.331892023,131.696251627,122.270244381,114.975998146,110.037411075,106.403831489,103.741911366,101.80171451,95.03503686,93.904320372,93.070244769,92.457520662,92.009502412,83.04520389,82.530143806,82.151930421,81.875372587,81.673325694,54.421247749,53.589344928,52.969474044,52.505242049,52.156286582,47.580170508,47.263944895,47.032482852,46.864327294,46.742770252,34.033153217,33.5789556893,33.2351464094,32.9735689226,32.7733672276,50.1743055805,50.5654742646,50.8991792304,51.1844439734,51.42782585339,43.68544245112,43.6082193104,43.57368595909,43.5678892651,43.57985345435
"174","RioLerma",69,"moiraiSG17",-1.518249336,-1.294571931,-1.674718597,-2.009639736,-2.304453382,-2.563919692,0.516022728,1.153349132,1.671425658,2.093400493,2.437939362,1.620324949,1.768855023,1.903711882,2.025286131,2.134309741,2.509930921,2.617784654,2.709091089,2.786847623,2.85348076,2.924491429,2.970779296,3.012880145,3.0511057,3.085813791,1.929668359,1.862596395,1.82305477,1.803002248,1.796586395,1.803627257,1.811328667,1.822660521,1.836141507,1.850738762,1.706257251,1.705517423,1.708496106,1.713922295,1.720871605,1.732565374,1.746532686,1.759519537,1.77151036,1.782534231,1.478799869,1.461218468,1.450925975,1.445792062,1.444258476
"175","RioVerde",69,"moiraiSG17",-1.230592058,-1.372924459,-1.854285495,-2.290139408,-2.680789273,-3.028647068,-2.577548,-2.187612171,-1.828616931,-1.504315427,-1.214957173,-0.668477388,-0.41039031,-0.186359533,0.00771310199999996,0.175695413,0.357863939,0.485873806,0.596254237,0.691740389,0.774583144,0.942541363,1.011226973,1.071259606,1.123752745,1.16970535,0.858229994,0.864053459,0.874106505,0.886488495,0.899960852,0.777459589,0.779954027,0.784654721,0.790729439,0.797584148,0.676068877,0.669521178,0.666464159,0.665828829,0.666843622,0.734327882,0.74478759,0.754050572,0.762238038,0.769476145,0.605952111,0.596082829,0.590054487,0.586652801,0.585044717
"176","RusCstSE",69,"moiraiSG17",-4.684784776,-5.371464463,-5.163424569,-4.93777003,-4.701763023,-4.460037135,-1.823200685,-1.130753254,-0.509240118,0.053516548,0.566879757,0.262131639000001,0.632541482,0.980821599,1.308417731,1.616856152,2.119845316,2.411625941,2.684949797,2.941999839,3.184335676,3.044804605,3.223538713,3.397671532,3.566106767,3.728214649,2.160231086,2.159488732,2.177030678,2.206652403,2.244352514,2.13920837,2.1751363963,2.2157975306,2.2598326013,2.3061085923,2.0792660353,2.1082015098,2.140264508,2.1744362357,2.2099429854,2.26215113689,2.30582430099,2.34729736755,2.38685182745,2.42468643162,2.01890708069,2.02072414021,2.02642750354,2.034807336568,2.045087502159
"177","SAmerCstN",69,"moiraiSG17",0.469067659,8.903587681,8.683734231,8.435199492,8.189955641,7.96602741,0.241645242999999,0.793120995,1.402512749,2.020783171,2.618965241,4.348829709,5.030375452,5.658418866,6.233266212,6.757190019,8.075210151,8.53926013,8.953755774,9.325264514,9.659413088,10.644902648,10.931196581,11.190475317,11.426035971,11.640761739,9.637390788,9.7159715909,9.8066220168,9.903887802,10.0042551778,9.7142449996,9.801909558,9.8906962288,9.97905970127,10.06593731585,9.35847940974,9.41035502013,9.46720062716,9.52678104821,9.58751377447,10.21667985637,10.303489696372,10.381927626092,10.453319803254,10.518802569673,9.70122987616,9.712870318854,9.733559779961,9.7603864696456,9.7912524079409
"178","SAmerCstNE",69,"moiraiSG17",13.383628583605,13.3089921399836,13.460158033513,13.605735072156,13.74499167089,13.87763852668,14.406504134,14.437590637242,14.476914557426,14.521084112565,14.56770321967,15.40388061075,15.497202739811,15.582701229856,15.661567656891,15.7347424129175,16.1638240409375,16.2321814909526,16.2955477539641,16.3547841159728,16.4105654449794,15.9886241529844,16.0215326139882,16.054981935991,16.0884740339932,16.1217337439949,13.8554132509961,13.844141892997,13.8422994049978,13.8473404229983,13.8573449639987,13.611312482999,13.6178325899993,13.6279547569994,13.6406420848996,13.6551290429997,13.1381434699998,13.1391966729998,13.1439804729999,13.1514775029999,13.1609293499999,14.1333974949999,14.174183242,14.209485485,14.240595702,14.268507159,13.501115935,13.504949665,13.511694845,13.520531581,13.530865668
"179","SChinaSea",69,"moiraiSG17",0.0310431040000002,-1.35641725,-1.284071911,-1.19158456,-1.095260536,-1.002954456,1.17199877,1.316689956,1.438095845,1.542663211,1.634377525,1.242926572,1.293439665,1.340224703,1.383207427,1.42254393,1.216072792,1.231427899,1.246482537,1.261001238,1.274888662,1.112573368,1.114495007,1.117879386,1.121880528,1.12605016,0.430138403,0.404701126,0.384970622,0.368736156,0.354786667,0.139612206,0.117061152,0.0975087900000001,0.0804471439999999,0.065501783,-0.166694591,-0.188757212,-0.2075263,-0.223634784,-0.237532011,-0.2796465873,-0.2878101206,-0.2952248358,-0.3018672972,-0.307740644,-0.4608629035,-0.4805299596,-0.49893442025,-0.51516771394,-0.52898940212
"180","SabarmatiR",69,"moiraiSG17",0.930884006,0.412166632000002,0.512710777000001,0.595478854000001,0.661592129000001,0.713364694000001,6.684663658,6.084969366,5.537911398,5.059647603,4.652063893,2.986909941,3.079029495,3.160094094,3.226992595,3.28001739,2.293770791,1.824067897,1.460502084,1.178927454,0.960704245,0.562195062000002,1.246891988,1.783310375,2.202786027,2.530244704,1.252979445,1.238660487,1.263633235,1.310634562,1.368617534,0.913754141000001,0.621882608999999,0.408305802000002,0.253437591999998,0.142369077000001,-0.683447747,-1.159849296,-1.518785552,-1.788624234,-1.991080926,-1.071358499,-0.562383709000001,-0.165907980000001,0.141047496,0.378104671000001,0.527448416999999,0.836583881000001,1.079007375,1.26718925,1.412222362
"181","Salinas",69,"moiraiSG17",18.944103604,19.681132633,19.084146847,18.535978461,18.031661348,17.569174379,8.074194536,7.148902468,6.372776631,5.697310202,5.097610648,4.763859469,4.305616314,3.892632592,3.522267956,3.191560061,2.892027781,2.630259235,2.398884713,2.1948708824,2.015393834,1.838549007,1.699322633,1.577591054,1.471140948,1.37808282,1.231635936,1.157539056,1.093710378,1.038208517,0.98971431,1.045096778,1.019175927,0.995724594,0.974973342,0.956839449,0.770040377,0.737796517,0.7110494436,0.6881425128,0.668142722,0.64838023,0.6308974304,0.6154603978,0.6018211107,0.5897693787,0.5352396588,0.5218462684,0.5104706367,0.5005933634,0.4919087792
"182","Salween",69,"moiraiSG17",14.927361618,5.657155494,5.336004298,5.098959819,4.920024945,4.783093273,10.544118358,10.800858376,10.995989534,11.151916204,11.280944751,10.502964869,10.553376595,10.603169567,10.649897774,10.69256391,9.558732286,9.523004061,9.502024734,9.489051007,9.480605434,9.429972301,9.439161363,9.449526704,9.458067517,9.464138378,6.659324505,6.513216168,6.406655239,6.328033207,6.269656963,4.885581109,4.775717919,4.69545556,4.636554062,4.593460087,3.421380837,3.33245068,3.26795293,3.221190833,3.187653286,4.512234602,4.579805144,4.631425267,4.671447523,4.703096844,3.526508815,3.472095759,3.432646476,3.404908431,3.386343792
"183","SaoFrancR",69,"moiraiSG17",37.130634517,51.669617594,53.197824772,54.490725119,55.593110762,56.539720586,12.320183398,10.880480031,9.864315939,9.161659474,8.68971255,8.679449272,8.513978307,8.428619029,8.39973806,8.409920803,8.340152791,8.382569301,8.436906976,8.49797549,8.561898349,7.702888542,7.73928776,7.782374571,7.829008597,7.876974231,4.505247339,4.481626622,4.477063227,4.485846972,4.503585185,3.755621113,3.758626374,3.772699166,3.79413572,3.820166633,2.450239637,2.439301102,2.441074981,2.451625036,2.468015681,4.179685694,4.25083313,4.311878727,4.364580853,4.410411245,3.309605417,3.314508767,3.32577044,3.34114141,3.359128408
"184","ScheldtR",69,"moiraiSG17",-0.361842145,-0.259151664,-0.366329685,-0.470912283,-0.567142634,-0.653372938,0.133353619,0.207550841,0.283530363,0.35598702,0.422894133,0.181337747,0.237669725,0.290901276,0.339648641,0.383734107,0.350987789,0.383650118,0.413379531,0.44063272,0.465784843,0.481869405,0.505471371,0.52783844,0.548818593,0.568402599,0.300828036,0.313706501,0.327184218,0.340088971,0.35200139,0.331591553,0.340309857,0.348185086,0.355566532,0.362615137,0.296349858,0.300818348,0.30541366,0.310078398,0.314764979,0.398577538,0.407612826,0.416094756,0.424024293,0.431419091,0.353020036,0.358587205,0.36416323,0.369473442,0.37442708
"185","ScndnvN",69,"moiraiSG17",-8.670970772,7.172363091,8.356699457,9.435281228,10.40526686,11.272277197,16.478878819,17.529263016,18.412223389,19.206841591,19.948978302,10.832692483,11.104527286,11.440644995,11.793646267,12.141344791,12.025097597,12.305318496,12.572963939,12.827890268,13.070752942,11.815761226,11.972076125,12.13323291,12.293145385,12.449195451,8.090112146,8.018865719,7.986979867,7.976002991,7.977220756,8.0740459915,8.0710759297,8.07296492043,8.0812532,8.0959847521,7.573432452,7.555016667,7.547088972,7.547812321,7.555805127,7.569575593,7.583334559,7.601074251,7.622365049,7.646702194,6.580192767,6.543902991,6.520126862,6.504820407,6.495493157
"186","Scotland",69,"moiraiSG17",-3.234104844,1.374564066,0.293991932000001,-0.761798070999999,-1.708286209,-2.520083444,0.674939673000001,1.396793911,2.054679086,2.652330943,3.193173071,-0.475696683,0.078226935999997,0.626470461,1.125973962,1.563118199,1.883824357,2.204113501,2.476292628,2.707111454,2.903285785,2.53524324,2.72849243,2.904803805,3.060003036,3.1940505,0.925082878999999,1.074531376,1.233007197,1.376055717,1.495752951,1.717604732,1.775194254,1.813615957,1.840556707,1.860514266,1.698513272,1.707902784,1.717732712,1.726997696,1.735403265,1.703790794,1.709177814,1.71435139,1.71925777,1.723912938,1.220508892,1.239079235,1.262902033,1.285769589,1.305415271
"187","SeineR",69,"moiraiSG17",-1.908060953,-2.027162163,-1.924947534,-1.797169107,-1.670138759,-1.554653802,0.373940126,0.744110158,1.09659406,1.410875374,1.682409541,1.093228318,1.300500363,1.483259102,1.640737067,1.775195031,1.609409791,1.701080796,1.780030616,1.848698536,1.909054407,2.205772342,2.268891834,2.327440551,2.381102123,2.430146266,1.602596607,1.639072172,1.675843681,1.709839163,1.740074966,1.628131445,1.648833141,1.666660241,1.682778411,1.697798779,1.354168088,1.361318623,1.368813233,1.376517858,1.384337357,1.729394842,1.750720616,1.770899602,1.789803073,1.807464258,1.506625128,1.521622158,1.536711111,1.551010774,1.564232026
"188","SenegalR",69,"moiraiSG17",4.850671532,3.781186739,3.997341309,4.246461708,4.511000129,4.778536196,4.13004968,3.927176667,3.835224539,3.820969374,3.859702069,4.228651534,4.354574773,4.482804463,4.609291046,4.731167136,6.725852729,6.882910867,7.011588594,7.117502939,7.205097081,5.705441405,5.76309343,5.812546847,5.855179951,5.892075466,5.140008372,5.182509983,5.217517215,5.246537615,5.270825083,5.681813723,5.713524416,5.736287393,5.75234187,5.763440075,6.981642099,7.045607329,7.078825951,7.090128176,7.086231496,9.546842678,9.550653758,9.550787155,9.54852303,9.544721767,8.626628625,8.590579154,8.570514078,8.562028998,8.561770494
"189","SepikR",69,"moiraiSG17",6.486880441,3.50129467,3.395107287,3.320687733,3.268686815,3.232658365,12.724188444,13.234193743,13.598409921,13.861182789,14.052387024,12.784297273,12.823376777,12.855919054,12.882052922,12.902439277,14.061008702,14.133664486,14.185674536,14.222981744,14.2497234,13.6233731653,13.6058873535,13.5937265185,13.5849413688,13.5782548024,8.6377392966,8.3587998216,8.1562641841,8.0076628117,7.89769135711,6.98689953014,6.87236432866,6.78623268353,6.72106781267,6.67147486603,6.19448538624,6.13757786656,6.094085278582,6.060619812568,6.034687329407,6.484986551984,6.507121587891,6.52360899172,6.535761706367,6.544641962517,5.471129861046,5.4106375173127,5.3657983819251,5.3322136137818,5.3068072031217
"190","ShebJubR",69,"moiraiSG17",-35.899087833,-20.602079492,-15.10527679,-10.323798157,-6.201745182,-2.672717165,-1.953782838,-0.399518277,0.951890268000001,2.1180701,3.118061841,4.146500079,4.912364445,5.552326628,6.085856989,6.529640323,8.754051684,9.12761502,9.410629107,9.625344533,9.788211835,10.581620519,10.708635412,10.793335733,10.848166796,10.882025663,10.191941999,10.263385184,10.307225874,10.332185111,10.34452545,11.018125493,11.06750704,11.091249805,11.098573477,11.095794391,11.356811924,11.398304425,11.417862547,11.423542517,11.420998979,15.976367917,16.034628363,16.062438263,16.070924288,16.06780528,16.260554888,16.302595838,16.324746896,16.334337132,16.336283649
"191","SiberiaN",69,"moiraiSG17",-0.323406012000002,3.124446026,3.22958544700001,3.33746659399999,3.44709654,3.556979996,-1.93677528,-2.052517692,-2.136577987,-2.1928393327,-2.22518159059999,-2.247161339,-2.24492435,-2.228305952,-2.199586963,-2.160829356,-2.119378253,-2.067063999,-2.009435448,-1.947633813,-1.882765091,-1.819579825,-1.751842952,-1.683211138,-1.614247492,-1.545303178,-1.487380908,-1.422145366,-1.357847014,-1.294655955,-1.232855958,-1.177160262,-1.119487337,-1.063452611,-1.009168019,-0.956645077,-0.91117604,-0.863412972,-0.817380782,-0.773088335,-0.730572634,-0.692120737,-0.653509686,-0.616503868,-0.581088898,-0.547221675,-0.520070436,-0.490296964,-0.461844742,-0.434679581,-0.408755925
"192","SiberiaW",69,"moiraiSG17",1.41819478900001,2.58931905999999,2.89022858800001,3.23534100900001,3.61280106300001,4.01354655399998,-4.50927044599999,-4.76588581399999,-4.92082815699999,-4.990707804,-4.988664124,-5.152254354,-5.074326612,-4.950719319,-4.789726413,-4.59822974799999,-4.45840551799999,-4.23312226,-3.99132764100001,-3.736912466,-3.473519941,-3.272479521,-3.009612593,-2.743698827,-2.477806963,-2.213084116,-2.362984775,-2.168143466,-1.971118238,-1.77356369,-1.576715949,-1.523640782,-1.352897656,-1.183024685,-1.014798935,-0.849037665000001,-0.876521381000001,-0.746544075000001,-0.617065739999999,-0.488694644,-0.362033093,-0.312956701,-0.202253122,-0.093137897999999,0.0139623490000003,0.118775041999999,0.00064382700000048,0.0661626770000006,0.132744172,0.199821561,0.266902086
"193","SinaiP",69,"moiraiSG17",-0.562425639,-0.503374423,-0.450332293,-0.403518194,-0.36221321216,-0.325771958,-0.291365388,-0.261957609,-0.236206272,-0.213625955,-0.193800451,-0.179612153,-0.163285361,-0.148916454,-0.136258764,-0.125098487,-0.114934781,-0.106772703,-0.099546838,-0.093145868,-0.087471548,-0.081804832,-0.076288983,-0.071407581,-0.0670843169,-0.063252955,-0.058293207,-0.053642458,-0.049563167,-0.045980767,-0.042830592,-0.040604545,-0.038243244,-0.0361576595,-0.034313855,-0.0326825013,-0.0313274294,-0.02995921103,-0.02874547791,-0.0276681842,-0.0267112857,-0.0260108746,-0.0247940854,-0.0237177847,-0.0227658853,-0.0219232172,-0.0210288961,-0.0202503258,-0.0195646139,-0.0189599469,-0.0184262145
"194","SittaungR",69,"moiraiSG17",16.60737447,10.84308566,10.317198338,9.898273728,9.56014471,9.283128526,10.980903191,11.017483519,11.053142826,11.089553935,11.127415541,10.886984818,10.90891015,10.937671654,10.97157521,11.009333249,10.737495569,10.73997265,10.751124683,10.769144593,10.792523838,11.226753289,11.320821455,11.408163046,11.490249963,11.568264458,9.880830213,9.821507964,9.793627264,9.788671148,9.800417899,9.171172588,9.148264121,9.144665543,9.155406,9.176823661,8.763781372,8.756399955,8.762414405,8.778498444,8.802187897,9.871136302,9.985820024,10.081344084,10.162275639,10.232069166,9.870130549,9.888168036,9.909689364,9.933724077,9.959563225
"195","SolomonIsl",69,"moiraiSG17",-0.193508769,0.212153962,0.283619057,0.338401985,0.380778381,0.413943004,0.088742405,0.05805808,0.035416976,0.018907499,0.00707002099999998,0.00686865900000001,0.00480146599999999,0.00406795599999998,0.004335411,0.00534475500000002,0.000945475000000003,0.00199582884999998,0.00351770799999997,0.00536745799999999,0.00743670800000001,-0.000592549000000009,0.000758237999999982,0.00233500200000002,0.004052856,0.0058473893,-0.0124158881,-0.0123053084,-0.0117677391,-0.0109301061,-0.00988968559999999,-0.017412073,-0.0170218268,-0.01637450559,-0.0155527172,-0.01461832141,-0.02353893707,-0.02303857306,-0.0223652933,-0.02157596573,-0.0207148893,0.00759604702199999,0.015185054265,0.021380763547,0.026508580784,0.030813563087,0.015505101664,0.016345754423,0.017346835167,0.0184526712,0.0196196690244
"196","SpainCstSE",69,"moiraiSG17",2.033449948,-6.783780536,-7.374006661,-7.985258772,-8.601865721,-9.205586268,-10.96226983,-10.080121132,-9.082396631,-8.076080501,-7.116079186,-5.955792389,-5.112338831,-4.353159064,-3.675975495,-3.075357074,-2.632838906,-2.169109519,-1.760721021,-1.401412165,-1.085465066,-0.362822979,-0.0925851699999999,0.145284472,0.354414964,0.538169598,0.262637997,0.393661253,0.50995022,0.612477446,0.702535836,0.836082653,0.907035171,0.968949834,1.023195747,1.070849946,0.854239914,0.87973334,0.902469798,0.92274757,0.940841762,1.027984114,1.048508383,1.066805142,1.083138988,1.097737103,0.918504567,0.925733976,0.932819627,0.9394663,0.945574779
