"","riverBasin","series","run","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060"
"79","GodavariR",69,"moiraiSG17",1.552715069,0.0528861560000018,-0.246537411000002,-0.479343187000001,-0.661361343,-0.804543934000001,25.304348826,27.52397086,29.177715994,30.405750122,31.313590456,25.929860211,25.963617666,25.983871128,25.994420324,25.997698359,20.98756242,20.054081708,19.337431252,18.786013526,18.360761978,20.197529051,20.84243938,21.33288636,21.705493132,21.989100796,13.603011298,13.224259647,12.964600833,12.792020711,12.682910018,11.193834654,10.9512334,10.782515893,10.668147795,10.593306308,8.736843325,8.432124193,8.209373449,8.04756881,7.931280071,9.64070633,9.943188339,10.179121733,10.363783847,10.508930636,9.763977263,9.791674073,9.817890195,9.842537735,9.865251864
"80","GreatBasin",69,"moiraiSG17",4.162662835,2.547072471,2.496621903,2.503474438,2.52916905,2.556741334,0.587937177999999,0.498711645,0.451167081,0.414339342,0.376103411,0.281258892,0.233358703,0.183583307,0.133840677,0.0857634159999999,0.0227897220000001,-0.0173511109999998,-0.0534560790000003,-0.0853991870000002,-0.113213243,-0.0764912810000002,-0.0823964439999999,-0.0864606959999998,-0.0889021199999999,-0.0898722439999999,-0.193474307,-0.196757135,-0.198135557,-0.197895105,-0.196282167,-0.219149817,-0.213337941,-0.206775542,-0.199681482,-0.192230097,-0.232155245,-0.225029263,-0.217507624,-0.20972995,-0.201795895,-0.137428458,-0.116116401,-0.0963653040000001,-0.078021968,-0.0609454250000002,-0.071509696,-0.052580853,-0.03483792,-0.0182230389999999,-0.00265646299999997
"81","GreatLakes",69,"moiraiSG17",-27.211617692,-17.348784386,-17.681925409,-17.838643902,-17.801853981,-17.587359507,6.16804401,9.668777703,13.206964314,16.565201318,19.66508481,16.227928908,18.515941716,20.609498018,22.52751763,24.290058634,25.334132335,26.79701035,28.157763907,29.429974296,30.622293909,28.627073217,29.548510817,30.420126809,31.245024488,32.024854224,20.908425143,21.058827555,21.233244179,21.418132911,21.607025726,20.969933046,21.126646826,21.285570057,21.446223864,21.608014167,18.939642454,18.967890223,19.009732385,19.062837874,19.125176524,21.799095953,22.034773519,22.258988312,22.471152432,22.671432386,20.406334046,20.484910468,20.564598358,20.643509108,20.720713105
"82","GrijUsuR",69,"moiraiSG17",3.302299523,-1.131307569,-1.306425038,-1.350341651,-1.356029048,-1.370137385,2.364230793,3.26367916,4.008605297,4.627242897,5.143740357,3.979839391,4.263028919,4.51533333,4.741315985,4.944872684,5.56975005,5.743952084,5.900744158,6.043228214,6.173618896,6.490129789,6.630684386,6.757396982,6.872006049,6.976062906,4.407971633,4.395646579,4.404277677,4.42646722,4.457150919,3.884268221,3.887882377,3.901160235,3.920835963,3.944546999,3.499999783,3.502317486,3.511478981,3.525144497,3.541627108,4.202311666,4.272477412,4.331842157,4.382162226,4.425000406,3.686540862,3.674496373,3.669111696,3.668449819,3.671114178
"83","GuadalqR",69,"moiraiSG17",-0.769817092,-3.367731247,-4.074417028,-4.864268646,-5.668938149,-6.448237838,-6.890620433,-6.408079245,-5.814650745,-5.186834587,-4.568314472,-3.902578024,-3.349429461,-2.84585722,-2.394373161,-1.99375872,-1.651963391,-1.343145609,-1.073543709,-0.838897705,-0.635127735,-0.387492001,-0.230840818,-0.094953377,0.022612558,0.124163183,-0.0154043870000001,0.052434077,0.111926272,0.163374329,0.207530839,0.267048932,0.299511691,0.326945486,0.350335017,0.370381057,0.289996774,0.300244166,0.30911603,0.316792302,0.323450036,0.431801165,0.442998109,0.452817389,0.461417211,0.468945766,0.363513875,0.365379562,0.367378823,0.369226097,0.37083292
"84","GuadianaR",69,"moiraiSG17",-4.683941431,-5.22676407,-5.936828899,-6.819278044,-7.771906003,-8.729745162,-8.236391517,-7.624015116,-6.8388113,-5.981045651,-5.114225135,-4.772759693,-4.006154979,-3.294424493,-2.647660408,-2.068410181,-1.616825043,-1.167985733,-0.775005239000001,-0.432488358,-0.134984528,0.298823805,0.527993327,0.727182426,0.899464441,1.048000678,0.489069779,0.578914889,0.659109452,0.728878439,0.788668933,0.881169851,0.924502479,0.960367016,0.990342271,1.015571363,0.859581858,0.872040461,0.882709239,0.891816214,0.899573486,0.963018616,0.971603486,0.979077983,0.985555503,0.991156852,0.798121798,0.797496672,0.797822092,0.798404865,0.798929529
"85","GuineaGulf",69,"moiraiSG17",64.811958716,81.024706263,83.138010341,84.853260997,86.260614001,87.429212163,88.489960272,88.563362301,88.777576717,89.086227915,89.455955901,83.531842632,83.829976683,84.178121145,84.558084508,84.956631093,98.935819991,99.760744008,100.49388695,101.155230585,101.7603302,93.8866263,94.127233439,94.411577556,94.727949899,95.067825947,78.752163841,78.763272229,78.880960238,79.077661887,79.332768294,79.615840416,79.935034614,80.279170246,80.641334205,81.016158016,78.595400129,78.90343601,79.242647125,79.605605703,79.986516124,105.265723327,106.533695666,107.591365684,108.487886385,109.262346819,106.534770844,107.022000631,107.4772776881,107.9063538592,108.3149042294
"86","Hainan",69,"moiraiSG17",-0.00107246699999997,-0.948396015,-0.939588,-0.902074992,-0.854255656,-0.805246806,1.803298661,1.900046359,1.984570712,2.056608451,2.117126574,1.560513636,1.59312677,1.620325699,1.64275475,1.66113851,1.149613998,1.153434969,1.156987028,1.159732566,1.161542694,0.949034924,0.948501571,0.948801225,0.949020038,0.948797083,0.37303228,0.366148917,0.360867154,0.356374953,0.352285215,0.0159885990000001,0.00728790899999997,-0.0000494479999999314,-0.00648796800000004,-0.0122614889999999,-0.32805326,-0.336206055,-0.342708494,-0.34815056,-0.352865421,-0.414910996,-0.425070014,-0.435085849,-0.444191487,-0.452114617,-0.478040644,-0.505593169,-0.534192284,-0.560307484,-0.58262339
"87","HamuMashR",69,"moiraiSG17",1.023384091,0.549988823,0.464402416,0.406694795,0.366956961,0.339135332,-1.003362531,-2.336584466,-3.369128306,-4.163063502,-4.770460072,-4.655201389,-4.431995317,-4.25250145,-4.11085556,-4.00052038,-3.911111498,-3.84013302,-3.78563369,-3.743925666,-3.712128893,-3.530041558,-3.353320546,-3.216405811,-3.111065501,-3.030387096,-2.882390598,-3.024695217,-3.140076953,-3.231432306,-3.302699057,-3.536568423,-3.503613804,-3.473724897,-3.448409085,-3.427872567,-3.281809774,-3.141779199,-3.033212816,-2.949667818,-2.885739936,-2.609738734,-2.3816194895,-2.205801849,-2.071033354,-1.96814076,-1.590948653,-1.2604438459,-1.005510078,-0.809993271,-0.6606577414
"88","Hawaii",69,"moiraiSG17",-0.16968904,-0.157732227,-0.108112913,-0.064310694,-0.02679853,0.004808173,-0.03025374,-0.02080243,-0.011831673,-0.004332203,0.00149541400000001,0.005717177,0.00872956499999998,0.010743039,0.012001631,0.01270742,0.013048386,0.013093359,0.012957373,0.012707152,0.012390588,0.012072665,0.011717383,0.011367363,0.011031852,0.01071737,0.010231613,0.009942508,0.009684154,0.009453059,0.009246595,0.008723103,0.008517723,0.008340624,0.008185368,0.00804824,0.007702852,0.007567517,0.007450854,0.007348609,0.007258261,0.007610469,0.007592746,0.007570648,0.007549411,0.007530654,0.007326101,0.007290257,0.007262359,0.007239605,0.007220132
"89","Helmand",69,"moiraiSG17",0.180017678,0.025043568,-0.0437403419999999,-0.094758554,-0.132306208,-0.159699125,-0.025968017,-0.213736027,-0.364653128,-0.483100588,-0.57455573,-0.138827303,-0.0183917239999998,0.067619397,0.130368822,0.176977151,0.192285853,0.201440048000001,0.208068712999999,0.213110531,0.217135682,0.335590227,0.44092678,0.524405479,0.589773210999999,0.640430762,4.760393266,5.156335377,5.362399461,5.469652456,5.526129802,1.483814854,1.086925626,0.873759636000001,0.75847111,0.695075895,0.61375028,0.615388079,0.621754765999999,0.628921594,0.635378816,0.783863998,0.8674528837,0.9320065137,0.981465261,1.0191922049,0.9263632762,0.9592096144,0.987627832199999,1.0110252118,1.02969948228
"90","Hong",69,"moiraiSG17",12.42494812,7.773900131,7.553872674,7.431284432,7.377975089,7.373107226,13.506768322,13.652513141,13.807871097,13.963034816,14.112255776,12.456040629,12.495505693,12.542205935,12.592009523,12.642173692,11.158177796,11.114246408,11.086985116,11.071324964,11.063640902,10.239811274,10.200405872,10.173228971,10.154631903,10.142046415,6.480827158,6.258464827,6.089055755,5.959505464,5.860201588,4.457571578,4.321086901,4.216265906,4.135647562,4.073579622,2.764008677,2.660113574,2.579917618,2.517991851,2.470220142,3.627306057,3.712873396,3.777195475,3.825683337,3.862396045,2.583665927,2.533312632,2.495166994,2.4664940669,2.4451995554
"91","HuangHeR",69,"moiraiSG17",-6.027103406,-9.578738245,-8.93588118,-8.255196789,-7.622942993,-7.069186472,4.265462437,5.91567483,7.293094076,8.46925997400001,9.488663894,7.971443741,8.426718982,8.838981937,9.208227543,9.538206497,7.58712444,7.421630155,7.286617107,7.175584973,7.084165558,6.130341175,5.969458892,5.841777418,5.736983056,5.648173004,2.685142467,2.332429206,2.040208198,1.78979319,1.571216337,-0.00924986499999942,-0.425807562999999,-0.788404766999999,-1.104330921,-1.379487846,-2.155676084,-2.723242131,-3.241405915,-3.69653952,-4.087892314,-4.466347743,-4.756019659,-4.998472426,-5.201489992,-5.371531591,-5.692797788,-6.096407304,-6.470507862,-6.798309981,-7.076780276
"92","HudsonBay",69,"moiraiSG17",-3.542720498,-6.568927556,-4.24298313099999,-2.034229934,0.058723931,2.03996357,-10.308646564,-8.828243842,-7.362505453,-5.91737429,-4.498798189,-4.345826275,-3.281252008,-2.232750481,-1.205990205,-0.205086175000001,0.722101806999998,1.768977515,2.77545751,3.741238438,4.66641053,5.185263324,5.961944896,6.705476189,7.416133886,8.094207589,6.453111117,6.496667702,6.558521152,6.634319376,6.721047472,6.442525578,6.551663129,6.666161851,6.784779039,6.906370368,6.447162422,6.535253537,6.627549806,6.722778685,6.820062409,6.563857348,6.600378013,6.642234757,6.68836218,6.737735707,6.035383401,5.999467037,5.973343834,5.955619622,5.945063333
"93","IberiaCst",69,"moiraiSG17",-4.186501328,-3.403373912,-3.612863794,-3.85775841,-4.099159848,-4.31966052,-4.638396541,-3.912278615,-3.151604709,-2.435126007,-1.795563942,-1.492456419,-1.035329224,-0.650847773,-0.329744777,-0.0626088590000001,0.125472664,0.307528539,0.458734575,0.584475745,0.689218849,0.855556423,0.935660701,1.003121913,1.060025944,1.108121169,0.895755154,0.915941754,0.93315904,0.947802607,0.960260929,0.896091378,0.899825847,0.903010923,0.905781714,0.908244497,0.740273271,0.730776339,0.722747232,0.715997707,0.71036043,0.821574483,0.828045326,0.833997055,0.839486101,0.844560613,0.778182815,0.779833631,0.781772565,0.783877978,0.786099064
"94","Iceland",69,"moiraiSG17",0.190738648,0.959993176999999,1.567726828,2.087312144,2.532118604,2.913633552,1.583031271,1.421520944,1.277788416,1.151017321,1.039938396,0.933273859,0.847768736,0.773712683,0.709694600000001,0.654470133,0.599566346,0.557618572,0.521704663,0.491007793,0.464807405,0.433490343,0.413037532,0.395788681,0.381235846,0.368979034,0.338057841,0.327164352,0.318186225,0.310796028,0.304746318,0.292667279,0.288005651,0.284314088,0.281445709,0.279271096,0.266719512,0.264458676,0.262850761,0.261767392,0.261114694,0.263181282,0.263872337,0.264685696,0.26563367,0.266707089,0.251279661,0.250525448,0.250224905,0.25024414,0.250494711
"95","IdnE",69,"moiraiSG17",10.192560254,10.345457989,10.451463277,10.540522124,10.616563862,10.682472037,10.720051658,10.706112924,10.68581639,10.667432879,10.654333462,8.767289571,8.67659228,8.617280459,8.579833276,8.557687673,9.136639524,9.1639398,9.187619243,9.208742064,9.22795082,8.633440758,8.616596141,8.607611184,8.603990492,8.6041135,5.778998676,5.634313027,5.531712116,5.458731808,5.406857805,5.278267885,5.245086723,5.221103572,5.20409492,5.1923697488,4.7570027075,4.7269909479,4.7053701288,4.6899523424,4.679145882,4.7533602392,4.7546019285,4.75636505273,4.75834955562,4.76048614172,3.9001744407,3.85561075248,3.82361391999,3.80060695326,3.78399292066
"96","IndCstE",69,"moiraiSG17",0.418238704999999,0.158716378,0.145541055,0.136824494,0.130030725,0.123929444,2.704430084,2.9242461,3.071095285,3.17124393,3.240938635,3.214072733,3.300566902,3.370397093,3.426123114,3.47015902,2.770596585,2.578063639,2.429785999,2.316264139,2.2296316,2.943381348,3.186755155,3.377381079,3.525577087,3.640128361,2.183996063,2.102959206,2.052154111,2.019922964,1.99919535,1.7133985,1.633424966,1.573373914,1.528241985,1.4942622,1.338843619,1.292109689,1.257079265,1.230774577,1.210995543,1.671384422,1.774792524,1.854858044,1.916538334,1.963887842,1.848578769,1.84993968,1.851767275,1.853631122,1.855317848
"97","IndCstNE",69,"moiraiSG17",0.5543786,0.172286415,0.106865084,0.0535445770000001,0.0099939069999999,-0.025650699,2.601752941,2.947203587,3.210972381,3.412478775,3.566444101,3.499465891,3.565181753,3.615846999,3.654969705,3.685219672,3.138180471,3.077138306,3.031088649,2.996440059,2.970341853,3.609265662,3.684076481,3.738108163,3.776901254,3.804521776,2.53713058,2.403724027,2.304936274,2.231853347,2.178001722,1.940514353,1.885386993,1.8446431,1.814600328,1.792537627,1.559443522,1.519102943,1.489062672,1.466727406,1.450157682,1.975313527,2.029514185,2.07100864,2.102800468,2.127182458,2.004947784,2.000906755,1.998188367,1.996405664,1.995290922
"98","IndCstS",69,"moiraiSG17",2.103419762,0.820450073,0.680092887,0.571645471,0.486943383,0.420134642,7.5842954503,7.750568905,7.853183336,7.919401457,7.964426292,7.346533385,7.433755936,7.508474824,7.5708496,7.622186021,6.31324035,6.145531015,6.015203886,5.914833543,5.838164204,7.104025775,7.364122018,7.567029398,7.724324324,7.845717586,3.810393217,3.696437166,3.630744984,3.593138127,3.571765244,3.179829503,3.137644546,3.107389054,3.085513995,3.069598604,2.651859104,2.61031314,2.579481712,2.556513927,2.539359715,3.529644082,3.666952268,3.772887538,3.854282,3.916618581,3.615845464,3.634674655,3.650211427,3.662712848,3.67266437
"99","IndCstW",69,"moiraiSG17",2.724137623,0.9579709,0.76641761,0.620096608,0.507906535,0.421487085,7.495753985,8.112279107,8.569399839,8.907768286,9.157752741,8.599096396,8.669523532,8.721512086,8.759906061,8.788126815,7.621451531,7.439789655,7.299775612,7.191771137,7.108458575,8.341041146,8.487846538,8.597904617,8.680400628,8.742225384,5.132467159,4.895227584,4.724192707,4.601656417,4.514598088,4.058463739,3.965198393,3.897986091,3.849968691,3.81595129,3.304763068,3.225222007,3.166560223,3.123488389,3.091926962,4.248028526,4.367083828,4.458771723,4.529407629,4.583953333,4.278447084,4.27949471,4.281388494,4.283733389,4.286333725
"100","IndusR",69,"moiraiSG17",11.784318428,11.438581321,14.808126394,17.446588332,19.5004967625,21.092067496,20.0029436707,13.338798483,7.929453557,3.56296855299999,0.0527003600000068,-1.204582406,-0.473829185999994,0.199282506599994,0.795347179000003,1.308480925,0.0123486600000032,0.128531756,0.253239294000003,0.374822222000005,0.486621359000002,3.983454674,5.0734962901,5.9271953109,6.5988952481,7.1298925377,4.7469551048,4.8301139334,4.8695405806,4.8834074114,4.8837549568,2.3288051379,1.4493002366,0.794039195099998,0.301559193300004,-0.0714834038000041,-1.4467344791,-1.5592322666,-1.6178255303,-1.6435924022,-1.6495241852,-0.235193738400005,0.2480952313,0.639126194800002,0.955085210200005,1.2097469905,0.0203727986999983,-0.2617308712,-0.468547816099999,-0.6192870682,-0.728603657299998
"101","Iran",69,"moiraiSG17",-9.526009089,-7.614895132,-6.234919276,-5.08063882,-4.115876085,-3.308485495,-2.750371939,-2.239363701,-1.812045652,-1.451734367,-1.146076622,-0.961322725,-0.747650374,-0.564065921,-0.406146567,-0.270124378,-0.0862368430000004,0.0147065940000003,0.101149729,0.175751002,0.240443499,0.325946236,0.38776017,0.441850745,0.489038832,0.53016347,0.451515311,0.484827367,0.515461683,0.542499242,0.565828841,0.538996032,0.544287002,0.548437421,0.551711297,0.554284435,0.511522847,0.502483657,0.494569007,0.487607166,0.481475029,0.667681433,0.708091571,0.743407397,0.774160789,0.800884007,0.753131509,0.759688983,0.765557572,0.77067753,0.775070167
"102","Ireland",69,"moiraiSG17",-5.377256001,-7.033522972,-4.431689252,-1.953551766,0.264705821,2.189385544,6.707160002,6.922228383,6.941092265,6.891352323,6.832234163,3.181966695,3.127884418,3.16224591,3.223369346,3.284158375,3.177236266,3.211112077,3.236535283,3.253161792,3.262480358,2.787276902,2.797772741,2.814099947,2.828810076,2.839588609,1.035979981,1.057389682,1.10267724,1.146808629,1.180570771,1.405856199,1.413358415,1.407890288,1.396065773,1.381672076,1.230100944,1.219971861,1.212168239,1.205425093,1.199234403,1.178310933,1.175951033,1.173803207,1.171809289,1.16996851,0.789454763999999,0.799990817,0.816093413,0.831825210999999,0.844869538
"103","IrianJaya",69,"moiraiSG17",32.277817322,39.601223164,40.39779764,41.14934209,41.863377185,42.545229601,67.546162623,67.849929505,68.079015161,68.274593393,68.460355451,56.583476189,56.575359287,56.658617922,56.806990442,56.999663767,62.654271098,62.981569512,63.286364702,63.574253723,63.848334895,60.493014885,60.620377594,60.773295012,60.942501575,61.12168295,39.185002138,38.772510495,38.544932907,38.445936463,38.435497674,38.003779919,37.982167714,38.008490675,38.068280137,38.150745221,35.897423745,35.856158899,35.8530656,35.876890236,35.919521024,36.323580359,36.427326369,36.52884698,36.627577615,36.723087056,31.357604468,31.245777083,31.185334784,31.161001574,31.1617785007
"104","IrrawaddyR",69,"moiraiSG17",75.705964788,39.940054545,37.640748234,35.895451681,34.563433842,33.541191038,51.955787099,53.139016813,54.07197741,54.814866082,55.414049042,54.114743444,54.377009614,54.60962472,54.818070524,55.007874514,50.866204878,50.68949574,50.577602055,50.515058697,50.48994128,53.50844854,53.843679106,54.131575816,54.383912871,54.608735312,43.487692096,42.632689061,42.018175509,41.584818131,41.288002689,35.421244325,34.805935946,34.365906187,34.058556632,33.851577478,29.433716149,28.997193982,28.687277866,28.473457837,28.332653314,36.336871357,36.981499967,37.486308001,37.885245031,38.204082186,35.247996273,35.188406773,35.158034796,35.149830643,35.158568627
"105","ItalyCstE",69,"moiraiSG17",-11.930572534,-10.450552943,-10.789312989,-11.125830504,-11.429886461,-11.69060403,-12.046606705,-11.033177297,-9.928497722,-8.842442022,-7.827063895,-7.073370206,-6.242612143,-5.503144782,-4.848662943,-4.270902492,-3.958982288,-3.518155281,-3.128300071,-2.78271287,-2.475553017,-1.767560605,-1.473456574,-1.208355932,-0.968861979,-0.751932562,-1.057195631,-0.889360876,-0.734812642,-0.592583995,-0.461588983,-0.497171614,-0.385140307,-0.2811351,-0.184270859,-0.093859825,-0.262258078,-0.187869383,-0.117576987,-0.0511317260000001,0.011687303,0.136622998,0.210262644,0.279595361,0.344906856,0.406452036,0.181377834,0.231781393,0.280033714,0.326039253,0.369817467
"106","ItalyCstW",69,"moiraiSG17",-9.776812899,-8.911062517,-9.295387095,-9.540879828,-9.6508353,-9.650687433,-10.166810688,-8.770763619,-7.310510682,-5.935824397,-4.706389052,-3.788620772,-2.863668365,-2.077148409,-1.411883014,-0.85055038,-0.721274434,-0.335898896,-0.0107283799999999,0.264147688,0.496988924,1.378710855,1.592290695,1.776643644,1.936069445,2.07425329,1.520867718,1.610250483,1.689087547,1.758528247,1.819742343,1.662271674,1.70506436,1.743402863,1.778010659,1.809399658,1.487697558,1.504133349,1.519940793,1.53512852,1.549723521,1.576217313,1.59617416,1.615121231,1.633118067,1.650219686,1.350177903,1.360349668,1.370895858,1.381558983,1.392208777
"107","Japan",69,"moiraiSG17",-28.591418368,-8.584453527,-6.007439076,-3.638951546,-1.461914806,0.539346146999997,17.584723043,20.462968827,23.037318552,25.369622858,27.499444536,14.579428033,15.442451285,16.304464353,17.144708818,17.9529375,19.331996635,20.097474711,20.818923071,21.499517749,22.142221833,20.944007649,21.407181035,21.858490699,22.293032213,22.708647977,9.73877369,9.273091832,8.915353517,8.635728922,8.415688007,8.339494049,8.240048274,8.16919456,8.123972639,8.101185925,6.885940627,6.821623541,6.781040235,6.759928592,6.754986024,6.707897997,6.733459246,6.767978102,6.809300988,6.855755947,5.553895578,5.52545427,5.509895247,5.504555766,5.507376832
"108","JavaTimor",69,"moiraiSG17",125.145415576,108.3626353,108.271042721,108.198161591,108.139734031,108.093662616,57.949445063,53.045058924,49.266985077,46.37137589,44.160076225,31.17641771,29.542357601,28.33221301,27.430232082,26.754730275,23.541078072,23.025048928,22.639453093,22.350254419,22.132505637,18.083647356,17.770498476,17.541647693,17.37279863,17.247130319,11.382475304,11.006818135,10.729946807,10.524226411,10.37032138,7.586465972,7.312927287,7.107364049,6.952485029,6.835545713,3.998410038,3.72373395,3.516943635,3.360940247,3.2430915534,4.2504402291,4.2751123567,4.2947825323,4.3102144832,4.3221726549,2.1038208538,1.93418368068,1.80539578334,1.70662410256,1.63010795921
"109","Kalimantan",69,"moiraiSG17",352.880006992,322.901055941,325.324718289,327.538479811,329.640482018,331.685900697,265.246837046,248.809637957,236.793386153,228.156219471,222.093615872,189.014713551,187.173313132,186.239061971,185.970101917,186.192056718,187.219555053,187.402964459,187.928352551,188.714354338,189.697174833,178.08494728,178.6700631682,179.4187868322,180.2838872881,181.2332107233,154.7819988378,156.4555218579,158.0371010069,159.5276773323,160.9369759159,158.29554619424,158.88401927225,159.58557597574,160.3716398986,161.22064530473,152.71673890607,152.76600169757,153.01355181119,153.409054881902,153.915374427684,163.269470055519,164.817379568394,166.187868679298,167.420709946226,168.545921706172,157.51870165923,158.059529874399,158.634560837675,159.228501426157,159.832654480143
"110","KaraSea",69,"moiraiSG17",-0.177739069000007,1.615940071,1.72471685299999,1.837926347,1.953528219,2.0707873,-2.49132439800001,-2.62458581799999,-2.719681361,-2.78306116,-2.819483824,-2.834734739,-2.828346153,-2.806056751,-2.76973818,-2.722219804,-2.666721767,-2.602694139,-2.532750873,-2.458364026,-2.380682778,-2.301544248,-2.220107006,-2.137947425,-2.055600115,-1.973703081,-1.894332357,-1.814585099,-1.736343819,-1.659767162,-1.585077348,-1.513316947,-1.442968887,-1.374898555,-1.30912675,-1.245725096,-1.185514338,-1.126913305,-1.070636637,-1.01666652,-0.964991314,-0.915948802,-0.868685183,-0.823560297,-0.780506805,-0.739453027,-0.701076681,-0.663868817,-0.628457611,-0.59476907,-0.562749123
"111","Korea",69,"moiraiSG17",-9.681732191,-9.506327164,-9.945711585,-10.224883035,-10.413154862,-10.55184324,6.175972748,9.326931607,11.846003993,13.876155737,15.525280321,12.900061627,13.686820221,14.349489583,14.910605988,15.389002744,15.654916153,16.06380876,16.412045,16.712357532,16.974483432,14.991684846,14.911548141,14.877803968,14.876673277,14.898549046,8.609374014,7.893408524,7.349333465,6.932170055,6.610080011,5.199791251,4.877851593,4.628187955,4.434333713,4.283663959,3.171277651,3.0016834077,2.8686211434,2.7642590134,2.6824841715,3.4525496385,3.5304417268,3.5878013498,3.629801799,3.66044666322,2.53223236012,2.35426914456,2.19907175139,2.06449257752,1.94825470627
"112","KrishnaR",69,"moiraiSG17",0.711993089,-0.149254325000001,-0.443538766000003,-0.669214886,-0.842746744,-0.976779667,8.151117437,9.1527997,9.86277443,10.360177408,10.703313541,8.531798505,8.403224073,8.300052101,8.217028987,8.149759189,6.77326199,6.242105095,5.830484215,5.510787885,5.262042722,4.897534185,5.262243096,5.54982168,5.776774818,5.956428385,3.556577314,3.398220201,3.308265866,3.265078024,3.253255346,2.857189006,2.707719299,2.605732747,2.537911106,2.494538518,2.178677526,2.159032399,2.150211914,2.148699746,2.151930072,2.95652575,3.196508784,3.383958785,3.530738654,3.64593919,3.423883039,3.473922456,3.515930864,3.551121207,3.580669027
"113","LBalkash",69,"moiraiSG17",7.180460625,6.427091549,6.168695517,5.899894164,5.624183524,5.347124359,5.2747429,5.00430436,4.743669219,4.496357035,4.264126217,3.937617005,3.748227261,3.573978065,3.413861779,3.266978634,3.009999139,2.880460262,2.763321529,2.656822951,2.559795765,2.292841361,2.19799879,2.113739094,2.037536218,1.968113895,1.564146163,1.507573056,1.458050669,1.41306626,1.371564969,1.188947378,1.145601829,1.106457467,1.070590379,1.037568222,0.924923897,0.874754823,0.827651857,0.784717103,0.746116638,0.702110086,0.661078429,0.62456004,0.592078229,0.563211114,0.494260874,0.459143462,0.426484688,0.397165371,0.371306721
"114","LChad",69,"moiraiSG17",39.1543838110147,96.19222831807,101.49189676843,105.58325203671,108.75063114392,111.21219228307,72.45968556713,67.664090591857,64.03277401565,61.281315671492,59.196704778373,55.669718065283,54.604794209214,53.792690732162,53.171458358123,52.6956268400933,64.3532488580707,64.3559549000536,64.3274393910406,64.2773113760308,64.2131437170233,58.9179305210177,58.7320837430134,58.5657039770102,58.4167677030077,58.2825777340058,45.3520794410044,45.2189789970034,45.1123186860025,45.0262758670019,44.9566608950015,46.1821300850011,46.1975559170008,46.2017646310006,46.1981758840005,46.1888300480004,47.9204234210003,48.0601905150002,48.1333170050002,48.1584280790001,48.1498078665001,69.1560155121001,69.8055034581001,70.3016326713,70.681166823,70.9729243601,66.3358025665,66.3855130981,66.4496089136,66.52313112633,66.60175292318
"115","LaPuna",69,"moiraiSG17",3.034957856,3.377527774,3.661809542,3.889438637,4.068286175,4.207174754,2.696308259,1.997254166,1.484965337,1.106126362,0.82409272,0.605977158,0.469854051,0.367882771,0.291429753,0.234128752,0.232715465,0.208738133,0.190370255,0.176483437,0.166097557,0.139829969,0.136072505,0.133644932,0.132093639,0.131125954,0.046683301,0.06542616,0.080674335,0.092795199,0.102294941,0.105408395,0.12437535866,0.138998885,0.150286717,0.159013886,0.13221586,0.144127314,0.153604687,0.160975306,0.166615252,0.188911285,0.153728263,0.126752738,0.106118909,0.090361768,0.0383342939999999,0.0444525160000001,0.049616082,0.053778238,0.057026747
"116","LenaR",69,"moiraiSG17",-52.518871313,-17.320883027,-13.061353728,-9.057534924,-5.29960057800001,-1.772647221,-23.603843296,-23.037646825,-22.478882342,-21.737922135,-20.762453086,-30.695033654,-29.16661769,-27.412554033,-25.588583956,-23.77255454,-22.706555168,-20.993148874,-19.338388036,-17.748901869,-16.227460861,-17.515203596,-16.096901816,-14.718048246,-13.403514495,-12.159137899,-16.780920356,-15.610751838,-14.459880878,-13.37626211,-12.374791094,-11.30028694,-10.46572454,-9.698655643,-8.988734009,-8.327799807,-7.851972365,-7.275446642,-6.731474458,-6.218087934,-5.732993498,-5.543659726,-5.107839396,-4.692933517,-4.299941756,-3.928462338,-4.177423526,-3.836705831,-3.509286216,-3.200115564,-2.910375681
"117","LimpopoR",69,"moiraiSG17",-2.389879266,-3.673673837,-4.731065506,-5.739287573,-6.690590322,-7.580587042,-4.514313891,-4.08764706,-3.541296199,-2.921155072,-2.26177212,-3.095499856,-2.433751928,-1.78957657,-1.171788934,-0.586238561000001,0.968556257,1.500053033,1.987892294,2.433979244,2.840783154,2.01965182,2.336699566,2.62748503,2.893254162,3.13536154,0.802020006000001,0.978903395,1.145500451,1.301091639,1.445447203,1.520923346,1.643723271,1.75605253894,1.858530706,1.9518216974,1.7318226776,1.8063814469,1.87467565944,1.9370972262,1.9940263144,3.0929534881,3.1616194912,3.2220861072,3.2755414794,3.3229975395,2.9405376543,2.9764147675,3.009205714,3.0391545186,3.0664932994
